"Código do Município";"Município";"Estado";"Ano de Referência";"Código do Prestador";"Prestador";"Sigla do Prestador";"Natureza Jurídica";"FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006)";"IN005 - Auto-suficiência financeira da prefeitura com o manejo de rsu"
261220;Salgueiro;PE;2014;26122040;PREFEITURA MUNICIPAL DO SALGUEIRO;PMS;Administração pública direta;31.650,73;0,75;
261220;Salgueiro;PE;2013;26122040;PREFEITURA MUNICIPAL DO SALGUEIRO;PMS;Administração pública direta;31.335,15;1,19;
261220;Salgueiro;PE;2012;26122040;PREFEITURA MUNICIPAL DO SALGUEIRO;PMS;Administração pública direta;30.789,33;1,23;
261220;Salgueiro;PE;2009;26122040;PREFEITURA MUNICIPAL DO SALGUEIRO;PMS;Administração pública direta;24.006,21;1,20;
261230;Saloá;PE;2015;26123040;Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente.;PMS;Administração pública direta;;;
261230;Saloá;PE;2014;26123040;Prefeitura Municipal de Saloá;PMS;Administração pública direta;;;
261230;Saloá;PE;2012;26123040;Prefeitura Municipal de Saloá;PMS;Administração pública direta;235.774,50;50;
261240;Sanharó;PE;2017;26124040;Prefeitura Municipal de Sanharó;PMS;Administração pública direta;;;
261245;Santa Cruz;PE;2017;26124540;PREFEITURA MUNICIPAL DE SANTA CRUZ;PMSCPE;Administração pública direta;;;
261245;Santa Cruz;PE;2016;26124540;PREFEITURA MUNICIPAL DE SANTA CRUZ;PMSCPE;Administração pública direta;;;
261245;Santa Cruz;PE;2014;26124540;PREFEITURA MUNICIPAL DE SANTA CRUZ;PMSCPE;Administração pública direta;;;
261245;Santa Cruz;PE;2013;26124540;PREFEITURA MUNICIPAL DE SANTA CRUZ;PMSCPE;Administração pública direta;3.877,50;1,07;
261245;Santa Cruz;PE;2012;26124540;PREFEITURA MUNICIPAL DE SANTA CRUZ;PMSCPE;Administração pública direta;3.525,00;1,07;
261247;Santa Cruz da Baixa Verde;PE;2017;26124740;Prefeitura Municipal de Santa Cruz da    Baixa Verde;PMSCBV;Administração pública direta;;;
261247;Santa Cruz da Baixa Verde;PE;2016;26124740;Prefeitura Municipal de Santa Cruz da    Baixa Verde;PMSCBV;Administração pública direta;;;
261247;Santa Cruz da Baixa Verde;PE;2015;26124740;Prefeitura Municipal de Santa Cruz da    Baixa Verde;PMSCBV;Administração pública direta;;;
261247;Santa Cruz da Baixa Verde;PE;2014;26124740;Prefeitura Municipal de Santa Cruz da    Baixa Verde;PMSCBV;Administração pública direta;;;
261250;Santa Cruz do Capibaribe;PE;2017;26125040;Secretaria de Serviços Públicos;SSP;Empresa pública;;;
261250;Santa Cruz do Capibaribe;PE;2016;26125040;Secretaria de Serviços Públicos;SSP;Empresa pública;;;
261250;Santa Cruz do Capibaribe;PE;2014;26125040;Secretaria de Serviços Públicos;SSP;Administração pública direta;;;
261250;Santa Cruz do Capibaribe;PE;2013;26125040;Secretaria de Serviços Públicos;SSP;Administração pública direta;;;
261250;Santa Cruz do Capibaribe;PE;2012;26125040;Secretaria de Serviços Públicos;SSP;Administração pública direta;;;
261255;Santa Filomena;PE;2017;26125540;PREFEITURA MUNICIPAL DE SANTA FILOMENA;PGCM;Administração pública direta;;;
261255;Santa Filomena;PE;2015;26125540;PREFEITURA MUNICIPAL DE SANTA FILOMENA;PGCM;Administração pública direta;;;
261255;Santa Filomena;PE;2014;26125540;PREFEITURA MUNICIPAL DE SANTA FILOMENA;PGCM;Administração pública direta;;;
261255;Santa Filomena;PE;2013;26125540;PREFEITURA MUNICIPAL DE SANTA FILOMENA;PGCM;Administração pública direta;;;
261255;Santa Filomena;PE;2012;26125540;PREFEITURA MUNICIPAL DE SANTA FILOMENA;PGCM;Administração pública direta;;;
261260;Santa Maria da Boa Vista;PE;2009;26126040;Prefeitura Municipal Santa Maria da Boa Vista;PMSMBV;Administração pública direta;;;
261270;Santa Maria do Cambucá;PE;2017;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;;;
261270;Santa Maria do Cambucá;PE;2016;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;;;
261270;Santa Maria do Cambucá;PE;2015;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;4.775,44;0,65;
261270;Santa Maria do Cambucá;PE;2014;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;4.676,83;0,78;
261270;Santa Maria do Cambucá;PE;2013;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;;;
261270;Santa Maria do Cambucá;PE;2010;26127040;Secretaria Municipal de Saúde;SMS;Administração pública direta;47.489,79;9,83;
261280;Santa Terezinha;PE;2017;26128040;Prefeitura Municipal de Santa Terezinha;PMST;Administração pública direta;;;
261310;São Caitano;PE;2017;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2016;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2015;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2014;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2013;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2012;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2011;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;;;
261310;São Caitano;PE;2009;26131040;Prefeitura Municipal de São Caetano;PMSC;Administração pública direta;0,00;;
261320;São João;PE;2014;26132040;Prefeitura Municipal de São João;PMSJ;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2017;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2016;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2015;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2014;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2013;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261330;São Joaquim do Monte;PE;2012;26133040;Município de São Joaquim do Monte - Prefeitura;PMSJM;Administração pública direta;;;
261340;São José da Coroa Grande;PE;2009;26134040;Prefeitura Municipal de São José da    Coroa Grande;PMSJCG;Administração pública direta;2.346,12;;
261360;São José do Egito;PE;2016;26136040;Prefeitura Municipal de São José do Egito;PMSJE;Administração pública direta;;;
261360;São José do Egito;PE;2015;26136040;Prefeitura Municipal de São José do Egito;PMSJE;Empresa pública;;;
261360;São José do Egito;PE;2014;26136040;Prefeitura Municipal de São José do Egito;PMSJE;Administração pública direta;20.000,00;;
261360;São José do Egito;PE;2013;26136040;Prefeitura Municipal de São José do Egito;PMSJE;Administração pública direta;20.000,00;;
261370;São Lourenço da Mata;PE;2016;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2015;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2014;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2013;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2012;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2011;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261370;São Lourenço da Mata;PE;2010;26137040;PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA;PMSLM;Administração pública direta;;;
261390;Serra Talhada;PE;2017;26139040;PREFEITURA MUNICIPAL DE SERRA TALHADA;PMST;Administração pública direta;;;
261390;Serra Talhada;PE;2016;26139040;PREFEITURA MUNICIPAL DE SERRA TALHADA;PMST;Administração pública direta;;;
261390;Serra Talhada;PE;2010;26139040;PREFEITURA MUNICIPAL DE SERRA TALHADA;PMST;Administração pública direta;0,00;;
261390;Serra Talhada;PE;2009;26139040;PREFEITURA MUNICIPAL DE SERRA TALHADA;PMST; ;0,00;0,00;
261390;Serra Talhada;PE;2008;26139040;PREFEITURA MUNICIPAL DE SERRA TALHADA;PMST;Administração pública direta;;;
261400;Serrita;PE;2017;26140040;Secretaria de Meio Ambiente de Serrita;SEMASE;Administração pública direta;;;
261400;Serrita;PE;2016;26140040;Secretaria de Meio Ambiente de Serrita;SEMASE;Administração pública direta;;;
261400;Serrita;PE;2015;26140040;Secretaria de Meio Ambiente de Serrita;SEMASE;Administração pública direta;;;
261400;Serrita;PE;2014;26140040;secretaria de infra estrutura;SIE;Administração pública direta;;;
261400;Serrita;PE;2013;26140040;Secretaria de Meio Ambiente de Serrita;SEMASE;Administração pública direta;;;
261400;Serrita;PE;2012;26140040;secretaria de infra estrutura;SIE;Administração pública direta;;;
261410;Sertânia;PE;2017;26141040;SECRETARIA DE SERVIÇOS PÚBLICOS DA CIDADE DE SERTÂNIA;PE;Administração pública direta;930.000,00;134,99;
261410;Sertânia;PE;2016;26141040;SECRETARIA DE OBRAS DA CIDADE DE SERTÂNIA;PE;Administração pública direta;900.000,00;130,64;
261410;Sertânia;PE;2012;26141040;SECRETARIA DE OBRAS DA CIDADE DE SERTÂNIA;PE;Administração pública direta;;;
261410;Sertânia;PE;2011;26141040;SECRETARIA DE OBRAS DA CIDADE DE SERTÂNIA;PE;Administração pública direta;1.597,50;;
261410;Sertânia;PE;2009;26141040;SECRETARIA DE OBRAS DA CIDADE DE SERTÂNIA;PE;Administração pública direta;;;
261420;Sirinhaém;PE;2010;26142040;SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS;SMSP;Administração pública direta;;;
261420;Sirinhaém;PE;2009;26142040;SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS;SMSP;Administração pública direta;;;
261440;Solidão;PE;2017;26144040;secretaria de obras e infraestrutura;soe;Administração pública direta;;;
261440;Solidão;PE;2016;26144040;secretaria de obras e infraestrutura;soe;Administração pública direta;;;
261440;Solidão;PE;2015;26144040;secretaria de obras e infraestrutura;soe;Administração pública direta;;;
261440;Solidão;PE;2014;26144040;secretaria de obras e saneamento;so;Administração pública direta;;;
261440;Solidão;PE;2013;26144040;secretaria de obras e infraestrutura;soe;Administração pública direta;;;
261440;Solidão;PE;2012;26144040;secretaria de obras e saneamento;so;Administração pública direta;;;
261440;Solidão;PE;2009;26144040;secretaria de obras e saneamento;so;Administração pública direta;0,00;0,00;
261460;Tabira;PE;2013;26146040;Secretaria Municipal de Obras;PMT;Administração pública direta;;;
261460;Tabira;PE;2012;26146040;Secretaria Municipal de Obras;PMT;Administração pública direta;;;
261460;Tabira;PE;2010;26146040;Secretaria Municipal de Obras;PMT;Administração pública direta;22.069,28;4,61;
261460;Tabira;PE;2009;26146040;Secretaria Municipal de Obras;PMT;Administração pública direta;0,00;0,00;
261470;Tacaimbó;PE;2016;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261470;Tacaimbó;PE;2015;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261470;Tacaimbó;PE;2014;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261470;Tacaimbó;PE;2013;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261470;Tacaimbó;PE;2012;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261470;Tacaimbó;PE;2010;26147040;PREFEITURA MUNICPAL DE TACAIMBÓ;PMT;Administração pública direta;;;
261485;Tamandaré;PE;2017;26148540;Prefeitura Municipal de Tamandaré;PMT;Administração pública direta;193.577,23;8,84;
261485;Tamandaré;PE;2016;26148540;Prefeitura Municipal de Tamandaré;PMT;Administração pública direta;265.990,01;13,50;
261485;Tamandaré;PE;2015;26148540;Prefeitura Municipal de Tamandaré;PMT;Administração pública direta;;;
261485;Tamandaré;PE;2014;26148540;Prefeitura Municipal de Tamandaré;PMT;Administração pública direta;;;
261485;Tamandaré;PE;2013;26148540;Prefeitura Municipal de Tamandaré;PMT;Administração pública direta;;;
261500;Taquaritinga do Norte;PE;2017;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;;;
261500;Taquaritinga do Norte;PE;2016;26150040;Secretaria de Obras e Urbanismo;SEURB;Empresa pública;;;
261500;Taquaritinga do Norte;PE;2015;26150040;Secretaria de Obras e Urbanismo;SEURB;Empresa pública;;;
261500;Taquaritinga do Norte;PE;2014;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;;;
261500;Taquaritinga do Norte;PE;2013;26150040;Secretaria de Obras e Urbanismo;SEURB;Empresa pública;;;
261500;Taquaritinga do Norte;PE;2012;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;6.354,86;;
261500;Taquaritinga do Norte;PE;2011;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;60.000,00;6,98;
261500;Taquaritinga do Norte;PE;2010;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;15.000,00;1,96;
261500;Taquaritinga do Norte;PE;2009;26150040;Secretaria de Obras e Urbanismo;SEURB;Administração pública direta;12.000,00;2,10;
261510;Terezinha;PE;2016;26151040;PREFEITURA MUNICIPAL DE TEREZINHA;PMT;Administração pública direta;;;
261510;Terezinha;PE;2012;26151040;PREFEITURA MUNICIPAL DE TEREZINHA;PMT;Administração pública direta;;;
261520;Terra Nova;PE;2017;26152040;Prefeitura Municipal de Terra Nova;PMTN;Administração pública direta;;;
261520;Terra Nova;PE;2016;26152040;Prefeitura Municipal de Terra Nova;PMTN;Administração pública direta;;;
261530;Timbaúba;PE;2017;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;;;
261530;Timbaúba;PE;2015;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;0,00;0;
261530;Timbaúba;PE;2014;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;48.064,93;;
261530;Timbaúba;PE;2013;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;48.064,93;;
261530;Timbaúba;PE;2012;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;48.064,93;;
261530;Timbaúba;PE;2010;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;;;
261530;Timbaúba;PE;2009;26153040;Secretaria de Serviços Urbanos;SSU;Administração pública direta;;;
261540;Toritama;PE;2017;26154040;Prefeitura Municipal de Toritama;Prefeitura Toritama;Administração pública direta;;;
261540;Toritama;PE;2016;26154040;Prefeitura Municipal de Toritama;Prefeitura Toritama;Administração pública direta;;;
261540;Toritama;PE;2013;26154040;Prefeitura Municipal de Toritama;Prefeitura Toritama;Administração pública direta;;;
261540;Toritama;PE;2012;26154040;Prefeitura Municipal de Toritama;Prefeitura Toritama;Administração pública direta;;;
261550;Tracunhaém;PE;2017;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;96.394,00;15,71;
261550;Tracunhaém;PE;2016;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;96.394,00;15,71;
261550;Tracunhaém;PE;2015;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;96.394,00;15,71;
261550;Tracunhaém;PE;2014;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;;;
261550;Tracunhaém;PE;2012;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;;;
261550;Tracunhaém;PE;2010;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;;;
261550;Tracunhaém;PE;2009;26155040;PREFEITURA MUNICIPAL DE TRACUNHAÉM;PMT;Administração pública direta;0,00;0,00;
261570;Triunfo;PE;2017;26157040;Prefeitura Municipal de Triunfo;PMT;Administração pública direta;21.228,00;;
261570;Triunfo;PE;2016;26157040;Prefeitura Municipal de Triunfo;PMT;Administração pública direta;;;
261570;Triunfo;PE;2015;26157040;Prefeitura Municipal de Triunfo;PMT;Administração pública direta;135.062,85;;
261570;Triunfo;PE;2014;26157040;Prefeitura Municipal de Triunfo;PMT;Administração pública direta;;;
261570;Triunfo;PE;2013;26157040;Prefeitura Municipal de Triunfo;PMT;Administração pública direta;;;
261580;Tupanatinga;PE;2013;26158040;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;SEAD;Administração pública direta;;;
261580;Tupanatinga;PE;2012;26158040;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;SEAD;Administração pública direta;;;
261600;Venturosa;PE;2017;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261600;Venturosa;PE;2016;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261600;Venturosa;PE;2015;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261600;Venturosa;PE;2014;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261600;Venturosa;PE;2013;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261600;Venturosa;PE;2012;26160040;PREFEITURA MUNICIPAL DE VENTUROSA;PMV;Administração pública direta;;;
261610;Verdejante;PE;2011;26161040;Prefeitura municipal de Verdejante;PE;Administração pública direta;;;
261618;Vertente do Lério;PE;2017;26161840;PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO;PMVL;Administração pública direta;680,44;0,28;
261618;Vertente do Lério;PE;2015;26161840;PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO;PMVL;Empresa pública;702,09;0,28;
261618;Vertente do Lério;PE;2014;26161840;PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO;PMVL;Empresa pública;1.674,58;0,67;
261618;Vertente do Lério;PE;2013;26161840;PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO;PMVL;Administração pública direta;2.200,00;0,89;
261618;Vertente do Lério;PE;2012;26161840;PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO;PMVL;Administração pública direta;1.800,00;0,75;
261620;Vertentes;PE;2017;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2016;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2015;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2014;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2013;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2011;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261620;Vertentes;PE;2010;26162040;Prefeitura Municipal de Vertentes;PMV;Administração pública direta;;;
261630;Vicência;PE;2015;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;282.240,00;76,95;
261630;Vicência;PE;2014;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;282.240,00;76,95;
261630;Vicência;PE;2013;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;183.456,00;52,78;
261630;Vicência;PE;2012;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;183.456,00;53,44;
261630;Vicência;PE;2011;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;45.290,61;;
261630;Vicência;PE;2009;26163040;PREFEITURA MUNICIPAL DE VICENCIA;PMV;Administração pública direta;10.873,79;;
261640;Vitória de Santo Antão;PE;2015;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2014;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2013;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2012;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2011;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2010;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2009;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261640;Vitória de Santo Antão;PE;2007;26164040;Prefeitura Municipal da Vitoria de Santo Antão;PMV;Administração pública direta;;;
261650;Xexéu;PE;2014;26165040;Prefeitura Municipal de Xexéu;PMX;Administração pública direta;;;
TOTAL da AMOSTRA:;---;---;---;---;---;---;---;986.787.589,05;;
